pathway_size	DIS_genes	DIS_genes_add	rawp_score_max	rawp_wald_max	rawp_lr_max	rawp_score_sum2	rawp_wald_sum2	rawp_lr_sum	adjp_score_max	adjp_wald_max	adjp_lr_max	adjp_score_sum2	adjp_wald_sum2	adjp_lr_sum	pathway	address	genes
3725	  47	NA	PFN1	0.840674	0.840674	0.927444	0.9305205	0.927665	0.928944	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	SMAD3 MTOR ARHGEF10 LIMK1 ID1 TACR1 MYOC KISS1R PPM1F PFN1 LPAR1 S100A10 RHOA TPM1 BAG4 FHOD1 AMOT NOX4 PFN2 PFN3 PRKCQ VIL1 ARHGEF15 SYNPO ARHGEF5 PAK1 PPM1E PLEK SFRP1 TAC1 RAPGEF3 APOA1 WNT4 GPR65 ITGB1BP1 EVL LRRC16A CTGF NF2 SWAP70 SORBS3 RAC1 SERPINF2 WNT11 SDC4 BRAF EPHA1
3726	  20	NA	NA	0.555189	0.555189	0.555189	0.555189	0.555189	0.555189	1	1	1	1	1	1	GO_2_OXOGLUTARATE_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_2_OXOGLUTARATE_METABOLIC_PROCESS	IDH2 AADAT STAT5B GOT2 TAT IDH1 GOT1 D2HGDH ADHFE1 DLD OGDH IDH3B DLST GPT2 GHR CCBL2 STAT5A MRPS36 L2HGDH IDH3G
3727	  11	NA	NA	0.0962885	0.0405055	0.0405055	0.0949265	0.0529465	0.0556625	1	1	1	1	1	1	GO_TRYPTOPHAN_METABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_TRYPTOPHAN_METABOLIC_PROCESS	GCDH CCBL1 ACMSD KMO IDO1 ATP7A AFMID AADAT HAAO TDO2 KYNU
3728	  18	NA	ITPR2	0.406837	0.47254	0.47254	0.4441745	0.47254	0.47254	1	1	1	1	1	1	GO_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	http://www.broadinstitute.org/gsea/msigdb/cards/GO_INOSITOL_PHOSPHATE_MEDIATED_SIGNALING	EDN3 NFATC2 NMUR1 ITPR3 PPP3R1 NFATC4 NFATC1 ITPR2 LACRT ITPR1 PPP3CB EDN1 PLCE1 PPP3CA HRH1 NMUR2 EDN2 RCAN1
3729	  69	NA	NA	0.3516185	0.3156515	0.4185315	0.285084	0.231913	0.230312	1	1	1	1	1	1	GO_REGULATION_OF_MEMBRANE_PERMEABILITY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_MEMBRANE_PERMEABILITY	F11R HEBP2 MT3 MAPK8 ATPIF1 PPP3CC HK2 DYNLL1 YWHAE BCL2 RHOT1 CASP8 CNP YWHAH ACAA2 SLC9A1 BLOC1S2 PPP1R13B YWHAQ NMT1 RHOT2 BCL2L11 ALKBH7 MTOR BNIP3 PPP3R1 TP73 ZNF205 MPV17L CAMK2A BAX PMAIP1 YWHAB ATF2 TP63 PPIF STAT3 LBP BNIP3L TFDP1 YWHAG SIVA1 BID BAK1 NOL3 BAD SFN TP53 TP53BP2 BBC3 MUL1 NAIF1 TMEM102 MTCH2 C22orf29 TJP2 HSPA1A SLC25A5 YWHAZ BMF MOAP1 GSK3B DYNLL2 GZMB BCL2L1 E2F1 EYA2 GSK3A THEM4
3730	  41	NA	NA	0.8156625	0.8156625	0.6539555	0.7324735	0.6367785	0.684349	1	1	1	1	1	1	GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	http://www.broadinstitute.org/gsea/msigdb/cards/GO_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	NRIP1 KDM3A CCNE1 PIAS1 PPAP2A NCOA4 BRCA1 MED4 MED13 NCOA3 MED16 CDK7 RB1 KAT5 AR FHL2 RAN MED1 CTNNB1 PIAS2 GRIP1 TGFB1I1 NKX3-1 MED24 DAXX RNF4 NR1I3 FKBP4 PMEPA1 MED14 MED30 MED17 NCOA1 THRAP3 SCGB2A1 DNAJA1 MED12 RNF14 UBE3A ARID1A PPARGC1A
3731	  10	NA	NA	0.400543	0.400543	0.400543	0.400543	0.400543	0.400543	1	1	1	1	1	1	GO_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	RNF8 SHH RECQL5 SUPT4H1 EAPP POU4F1 EZH2 AXIN1 SUPT5H RNF168
3732	  61	NA	NA	0.384768	0.210369	0.23801	0.393034	0.28385	0.3040145	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	SIRT6 TBX3 TP63 SIX1 PRRX1 PTPRC SOX11 SHOX2 BMP4 CTNNB1 GLI3 FBXW4 STAT1 LTBP3 THPO FGFR1 KDM1A PDCD2 SOX10 TERT SHH ZNF335 TBX1 PAX6 VEGFA LRP5 HIF1A SOX9 WNT2 OTP KITLG DRD2 MYCN SMO CX3CL1 DCT PDGFA CHRD FZD3 WNT5A ATXN1L FGF9 DPPA2 CX3CR1 IRS2 EPCAM BMPR1A DISC1 DMRTA2 SMARCD3 N4BP2L2 HMGA2 TGFBR2 NR2E1 FOXP2 FOXF1 FGFR2 MYC ASPM VEGFC NOTCH1
3733	 199	NA	ANG	0.9006525	0.9000475	0.507171	0.862447	0.649494	0.746742	1	1	1	1	1	1	GO_GERM_CELL_DEVELOPMENT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_GERM_CELL_DEVELOPMENT	SPAG16 FOXO3 PCSK4 TRIP13 TTLL5 SPANXB1 DZIP1 STRA8 SYCP3 RPS6 CCNB1 ASPM TAF4B CATSPERB WDR81 YBX2 UBE2J1 ABHD2 ACVR1 PDILT SLC26A3 FSCN3 SPACA1 CEP57 AFF4 FBXO5 PLA2G3 KIAA0430 NEURL CATSPER4 TDRD5 POMZP3 INHBB PAQR5 CCDC155 PAQR8 CFTR SEPT4 BBS2 PABPC1L DIAPH2 DLD SRPK1 PYGO1 JAM3 ODF2 AKT1 SPAG6 SOHLH1 OCA2 SYCP1 DMRT1 PIWIL2 PVRL2 ZMYND15 MTOR ZGLP1 H1FNT CASC5 BAX IQCG FIGLA SMARCA2 DDX20 TSSK6 INSL6 CHD5 WNT4 MKKS CABYR PRDM14 QKI CCNB1IP1 MSH2 FAM9C PAFAH1B1 INSL3 NANOS3 DPY19L2 LGR5 MOV10L1 TIAL1 FOXL2 DMRTC2 UBE2B ACRBP RNF2 KIT PIWIL1 CELF4 KDM3A BRCA2 OSBP2 HEXB RNF8 PRSS42 CAPZA3 BSPH1 PRDM1 SPO11 ATM PSME4 TMF1 SOHLH2 PYGO2 SMARCA4 TSSK2 SPEM1 NUP210L PRKACA RFX2 CIB1 RPS6KA2 MLH1 GDF9 PTCHD3 BCL2L1 FAM9A KIAA0196 SIX5 DND1 TBC1D20 FMN2 PAQR7 TSSK1B BBS4 STK11 LIN28A SLC26A6 PANK2 TTC26 HIST1H2BA DHH BMP4 DMC1 CTNNB1 FAM9B STRBP SRC GAPDHS DAZL TDRD1 DDX25 RNASE9 PTK2B FNDC3A GPR149 HORMAD1 PLD6 HMGB2 SLC26A8 REC8 RARA ANG CATSPER3 CELF1 RNF17 IQCF1 ZP3 NSUN2 RPS6KB1 PRM2 RXFP2 RSPH1 ERCC1 TNP1 ETV5 SLIRP DEAF1 PRM1 ADAD1 GALNTL5 WT1 ZBTB16 CDC25B FANCG TARBP2 RAN ANGPT2 NME5 MEI1 EREG TXNDC8 ING2 AGFG1 ZPBP2 AURKC HOOK1 PDE3A BCL2 TBPL1 ZNF830 HSPA2 NPM2 KLHL10 AMH PACRG BMPR1B CCDC63
3734	  17	NA	UBQLN2 ATXN2	0.6199065	0.6199065	0.6199065	1	1	1	1	1	1	1	1	1	GO_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	PROM2 SDCBP MTMR2 APOC1 APOC3 RABGEF1 RAC1 LRRTM1 UBQLN2 LRRTM2 PICALM ARF6 APOC2 ANXA2 UNC119 ATXN2 DLG4
3735	  16	NA	NA	0.628938	0.628938	0.628938	1	1	1	1	1	1	1	1	1	GO_DNA_LIGATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_DNA_LIGATION	MGMT HMGB1 LIG4 C9orf142 LIG3 LIG1 XRCC4 XRCC6 PARP2 PARP1 HMGB2 PARP3 APTX POLB TOP2A XRCC1
3736	  27	NA	NA	0.860053	0.860053	0.860053	1	1	1	1	1	1	1	1	1	GO_REGULATION_OF_SPROUTING_ANGIOGENESIS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_SPROUTING_ANGIOGENESIS	ITGA5 KLF4 CIB1 FOXC2 HDAC9 HMGB1 HDAC7 ITGB1BP1 FGF2 SYNJ2BP VEGFA STARD13 NR2E1 JAK1 MAP2K5 HDAC5 RHOA FGF18 PTGS2 DLL4 NOTCH1 PPP1R16B CCR2 DLL1 SRPX2 PDCD10 MMRN2
3737	1192	STX2	OPTN VCP	0.0238095	0.3074625	0.3387085	0.233229	0.2773505	0.273549	0.9999995	1	1	1	1	1	GO_CELLULAR_MACROMOLECULE_LOCALIZATION	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_MACROMOLECULE_LOCALIZATION	RAB32 ADIPOQ ANK1 NFKBIL1 TIMM50 CCDC41 WNT11 MUSK NLGN1 RRAGC BSG MAPK9 FAM126A TBC1D9 GCKR RPS8 SEC61A1 KEAP1 AP2A1 KPNA7 AZI1 RILPL2 RAB39B MARCH5 GRID2 PMAIP1 CTSA CASC5 PEX2 SRP19 TIA1 BCL2L11 RPS20 CORO1B VAMP3 TRNT1 OPTN COPB2 STX6 PDIA3 PEX12 CLIP1 DNAJA1 ESCO2 CTNNA1 RILPL1 SPAG4 AP1G2 SYNDIG1 GOLGA4 UGT8 NOP58 VAMP7 KPNA2 LONP2 ARL6 SNX2 STX5 PIGR STAT3 H2AFY TNPO1 RPL31 AP3B2 RAB35 MLPH PEX26 SEC13 NAPG RABGAP1 SUN5 STXBP4 CACNB3 ZDHHC18 OXA1L PEX5 SAR1B RPS27A IL10 TRAM1 TNFRSF1A HM13 PRKCI GSN RERE RAB12 POLA2 NDUFA13 TBC1D16 STAM DDX3X GABARAP PARK2 CREB3 PKP3 RHOD DLG1 RB1 FLOT1 RABL2B GNPTAB PTCH1 HK1 RBM22 LATS1 SRP9 SCARB2 RGPD5 SAMM50 ZP3 RPS3 CDH2 RPS24 RAB8B HTR2A EGFR RAMP3 ZDHHC3 CDC42 SEC24A EIF5A MDFI PSMD10 RPL34 AP3S1 RPS9 DPP10 TBC1D12 BBIP1 NR5A1 IPO8 PEX13 IFT57 TNPO2 RAB15 BAG6 SLC11A1 COPA RAB28 CLTC GCC1 DVL2 RPL37A RSG1 TIMM9 TBC1D3H TEX15 VAPA ATM TRAM1L1 SLC25A6 AP4M1 SHH STX17 KCNA1 TTC7B RAB9B STIL ATG4C RANGRF LIN7A SYK AP1S1 STXBP1 RELN MYO5A RASSF9 SEC61G RALB ABCA12 PDIA2 DISC1 IFT74 SSR1 NIPBL SNX13 SEC24C TOMM20 RPL38 PYGO1 AP3B1 EIF2D TMEM33 CNTNAP1 UBL4A LIN7B PKP2 TTC21B BMP7 PIBF1 SRPRB UBA52 TIMM44 ICK PACS2 WIPI2 RAB7A RPL11 POT1 MTERFD2 DERL2 CHAMP1 YBX1 TBC1D10C OPRD1 RGPD3 WDR35 RPAIN EXOSC3 SYTL2 RAB34 LMNA VPS39 IKBKB RAB23 DIAPH1 RAB10 NFKBIA NKD2 MID2 RASD2 SRPR WDR19 ZDHHC22 RPL36 RAB3GAP1 MTCH2 PLRG1 TSPAN33 HES1 KPNB1 PIK3R4 ARNTL SEL1L RPLP2 SEC16B XPO7 TNIK SLC9A3R1 RRAGD KPNA4 RPL30 RABL2A RPS10 CENPA NPM1 RAN GRIK5 KDELR1 ATRX RPS13 STX19 GDF5 SPATA7 NUP88 LOC100507003 SYNJ2BP MSX1 GGA2 ZFYVE16 SMAD7 RAB3IP STRADB DLG2 SOX9 NFKBIB AP1M2 RPL12 VPS26B RAB6B BRAF NUBP1 ESR1 AP3M1 DYNLT1 RANBP1 RGPD8 ACD LAMTOR1 MICALL1 DAG1 RAB17 YWHAZ TXNIP RABGEF1 KPNA1 PCM1 LMAN1 TOMM34 SCIN ACAP2 RAB24 AP1AR NACC2 TOM1L2 RAB2A LRWD1 ID4 KATNB1 RPS23 TSPAN5 FLOT2 SEC24B ZFAND6 MIS12 ACTN2 STX16 TSNARE1 GNPTG PRICKLE1 VPS13C RAB13 TNF PFN4 SIX2 SYS1 FGF13 EFR3B RAB40AL TNPO3 PAF1 RFTN1 PML ITGAL TNKS ARL1 AMOT TLN1 MFF TMCO6 RPL18A SEC24D GAS8 EGF PRPF19 RAB40B DBN1 SLU7 TOMM40 PEX14 ATP1B3 LAMTOR2 TOM1L1 TTC7A PEX10 TRPS1 NPC1 PDZD11 TERT ERP29 RPS5 NUP54 TBC1D26 TBC1D4 IFNG TMEM30A MADCAM1 ATG4D FCER1G XPO4 GBF1 IFT46 RIMS1 TBC1D9B PARD3 PRKCZ NUP133 MTX2 CCHCR1 HEPACAM TOMM5 ATG4A RAB26 MOAP1 SSR3 LAMA5 RPS6 VPS41 WLS HHEX ZFAND2B DENND4C MYO1C CHML SRP54 CD74 ASNA1 SNX16 SIN3A TIMM23 SMURF1 HGS RAD21 F2R MACF1 TGFB1 TBC1D2 AGT TMED2 NRXN1 STX1B RAE1 PGAP1 STX10 P2RY1 SNX17 GRTP1 ITGA4 ATR IFT122 RAB3D LRP6 CDK5 RHOG PAM16 RAC2 BCAP29 RPL7A DMD ETV5 AURKA TPR YWHAQ SEC23B RPS7 ZFYVE27 DDX1 CEP250 STRADA RAB38 RAB3B SNX10 AP1G1 AP1S3 FBLN5 SORL1 TTC21A TRAK2 PTPRU SRP72 YWHAB DUSP16 LACRT GCC2 LATS2 OSBPL8 SNX1 RAB2B CHM SSX2IP IFT140 PEX6 PIKFYVE KCNIP3 RPL8 IPO13 PIK3R1 HSPA8 PMPCA STX2 MARCKS ITGB1 RPL9 HSP90AA1 AKAP5 RAB3A BRCA2 REEP2 TONSL SRP14 VPS16 DSCR3 PLK1 HOOK3 RTP4 EXOC8 ITGB7 JUN RASD1 USP4 RAB43 AP2A2 HSPA9 ADPRH DNM1L RAB5B CALCR PACSIN1 VPS26A SDCBP NAPA AP3M2 SAR1A SEH1L KDELR3 TMEM150A ICMT RAB11A MZT1 GRIK2 MFN2 ZW10 SUN3 BBS2 MYO6 ARFIP1 NUP62 SH3PXD2B CLTB PACSIN2 RPS16 DNLZ RPGR GGA3 NFKBIE FERMT2 STX12 MCM3AP EZR THRA RAMP1 CTDNEP1 GET4 PAQR3 PEX16 RPL23A DZIP1 SYNGR1 SNX18 IPO7 RAB6C TTC30B RAB14 APBA1 RPL18 WNT5A BICD1 RPL14 RASEF VAMP4 ATP1B1 OS9 RPL3 OR1D2 C2CD3 RRAS2 RPS26 XPOT RAB25 F11R RPL26 BANP CROCC H2AFY2 CSNK1D EFCAB4A ROCK1 SNX8 NAPB IFT81 STX11 TBC1D14 AP2B1 FNTA RER1 SMO WIPI1 TOMM7 SNX6 RAPGEF2 FGF9 MRAS GOPC COL1A1 IFIT1 NUP205 EHD2 PIP5K1A RHOB FIS1 CDH1 CHMP4A RAB1B NUP62CL RPL4 FLNA VPS18 GIPC1 IPO11 KCNIP4 MXI1 RPS21 CTNNB1 TOMM40L MTBP MTX3 ARMCX3 SNX11 FGF10 RAB19 RAB22A NUTF2 NRP1 TINF2 LRRK2 HSP90B1 DYNC2H1 SEC23IP XPO6 AGRN CDC37 NUP93 S100A10 TOM1 RPL22 SH3BP4 PEX1 TERF2IP PPP1R15A RHBDD1 TOR1A TWF2 WASL YWHAH KPNA5 RAB33B COG3 TULP4 TIMM17B GOLGA7 BCL3 WNT4 MAGI2 FAM83D RPS19 SGSM3 CAPN3 RPL35 BCAP31 TULP1 IFT20 AUP1 FAM178A DERL1 PPP3CA EHD1 FAF2 RAB41 VPS35 PKD2 TBCK LAMP1 AKT1 RPL28 NEDD4 EGR2 TSC2 TBC1D15 PICK1 RPS14 GOLPH3 HOMER3 RAC1 SRP68 SEC23A RAB11B AP4B1 XPO1 TGFB2 RPS4X RIC3 CEP57 GAS6 FAF1 EXOC3 COG7 SNAPIN SNX27 NUP98 TIAM1 MESDC2 BBC3 RALA AKR1C3 TSPO GPAA1 VPS28 ATP6V1D KCNB1 STYX RPLP1 MIOS SYNRG NUP214 TBC1D22B SNX31 RAB4B CAV3 SHANK1 TWF1 RPL36A TBC1D22A CACNA1A CSE1L DNAJC27 SNF8 CSNK1E NUPL1 SIX3 IMMP1L RPL13 MID1 IMMP2L MORC3 BBS12 STXBP6 CCDC22 RUNDC1 TAOK2 RPS27 AKAP6 TAP1 ZNF365 MPP5 RNF128 RPL29 RPS29 FUT10 ARFGAP3 PINK1 IFT27 ARF4 SYTL3 RAB4A SNX9 PPIL2 SKAP1 SYNE2 IPO4 DLG3 AXIN2 ANGPT1 BUB1B GGA1 MDM2 TULP3 NUP50 OBSL1 BMP4 KPNA3 SGSM2 RTP1 STAM2 KRT18 HERPUD1 TRAK1 RUVBL2 RAB33A ATG9A RPS15 EFR3A ITGB2 LTBP2 RPL10A SIL1 SGSM1 RPS18 MAPRE1 DRD1 RPL7 MEX3D SRI CALR RTN2 VPS29 RDX CACNB2 IPO9 ANKRD13C TBC1D5 PIGW RPS25 RPS12 PTTG1IP MAP7 NFASC TRAF3IP1 RRAGA RAB21 RANBP6 NSF RPS3A TMEM88 HPS4 TOB1 CEP72 VAMP2 SIX4 SUN2 GSG2 RPL27 STX4 TBC1D2B TOR1AIP2 COPZ1 STX1A TRAM2 MRAP KIF13A SUFU TMED10 PAX6 ASPSCR1 RYR2 BID NRXN2 GPHN ARL2 AP2M1 TOLLIP ABCA7 SNUPN SCG5 SPCS2 CNTN2 RPL17 VAMP5 TBC1D25 BAG4 ADORA1 CRIPT RAB40C RPL13A RPL6 RAB3C PRPF18 RRAS MAPK3 TAF8 KIF13B PEX19 ID1 BAD VPS45 DLG4 CDK1 MYO7A CLTA TBC1D3C BCL6 SYVN1 PARP3 TRAPPC8 ARFRP1 GDAP1 DYNLL1 RAB27A ZBTB16 LRRC4 RAB18 RAB5A TOMM20L CPE RPL37 PIH1D1 TAP2 TIMM17A RAB40A FCHO2 MRAP2 JAK2 FYB RAB9A TUB EPB41L3 CLTCL1 ARL2BP PPP1R10 RAB7L1 ADAR RAP2A SPTBN4 VCP EXOC3L4 CRB3 PIGK SYTL5 RAB6A RAB27B RPL5 AP3S2 RPS15A HPS6 DNAJA3 SCP2 TOMM70A TTC26 NLGN2 BBS4 TBC1D10B EVI5 CCDC14 RFTN2 WRB GOSR2 EVI5L RGPD6 TLK1 STX3 GLRB ANKRD32 SYNGAP1 NRAS AURKB ROCK2 VPS36 CTTN SPO11 BBS9 RGPD1 DNAJB6 BLZF1 RHOF PDE2A EXOSC10 RPS2 PACS1 RPL15 SEC62 AP1M1 MT3 KIAA0753 MYRIP CBLB FBXO7 HK2 GOLGA1 TBC1D10A VPS13D RPSA CASC3 SPCS1 BAX TAF3 SPRN CNTNAP2 CAV1 CD4 IPO5 TNKS2 ERBB2IP AIP FAM83H NUPL2 OBSCN NUP35 TOR1AIP1 RAB8A SEC63 TSPAN14 RGPD4 IFT43 VPS25 NGFR DNAJC19 TESC ARL3 C11orf73 TIMM22 PEX5L TLN2 RPL24 RPS11 PALM RPL27A EYA1 CNTLN ATP9B AP4E1 ADPRHL1 RANBP2 ABRA FGF7 KCNB2 XPO5 PHB2 TIMM13 CSRP3 DCTN2 TMEM129 APPBP2 ANK2 PDCD6 ARF6 SNX5 VPS13A JUP GRIN3B MIPEP EXOC1 RPL35A RAB36 LIN7C RAB37 CHCHD4 SYNE1 NCF1 EXOC3L2 AP2S1 RPL23 SUPT7L RABGAP1L TBC1D13 TMED9 TOMM22 CNGB1 RPL32 COX18 CD63 NLRP5 NUP107 TGFBRAP1 YWHAG CD81 RPL10 PEX7 MYADM NXT1 EXOSC2 UBAC2 RPH3A C5orf42 PINX1 VCL AP1B1 ANXA2 RIT2 SPAG5 EXPH5 SH3GLB1 SSB SLC12A1 AHCYL1 RPS28 EXOC3L1 RAP1B HEY2 AP1S2 PEX3 MAPK1 KIF20B ATG3 PLEKHF1 EZH2 SSNA1 TBC1D1 RAB5C GPR158 ANK3 APOE YWHAE DVL1 COLQ HDAC6 HSPA4 ZDHHC23 SNX33 HERC2 CCDC101 SEC61B TBC1D8B TTC30A ITGB1BP1 FAU ZP2 NUP155 ARL6IP1 CHMP4B KPNA6 ARHGEF2 TNFAIP2 NCKIPSD KRAS CEP68 SSR2 GPIHBP1 RIMS2 SYTL1 TBC1D21 STX18 TBC1D30 TGFB3 PAN3 PKD1 VTI1A SYTL4 RGPD2 FLNB PTPRK MTX1 G3BP2 SUMO1 FCN1 AP3D1 RAP1A SPTBN1 RAPGEF6 RAB1A WAPAL STX8 ZFYVE9 GSK3B REEP1 AKAP12 SUN1 AFG3L2 RPH3AL SRGN VTI1B SCN3B TNFAIP3 RRAGB AHI1 CELSR1 TOPORS TP53 NEDD1 EHD3 RAPSN PRKG2 ATG4B HSPA5 SNX15 RANBP17 RIT1 RAMP2 RPL41 LAMTOR3 AMN RAB11FIP3 TRIP11 RPLP0 SIX1 RPS17 NUP85 RPL3L FRMD6 COPB1 RAB30 BBS1 EMP2 TSPAN15 RPL19 NUP188 LRP4 RPL21 RTP3 RPL26L1 TBC1D3B NAGPA WNT3A BECN1 HIST1H1B TIMM8B ARCN1 STX7 UFD1L USP6NL NPLOC4 ZNF385A RTP2 JAK3 SURF4 RPL39 RAB31 RPS4Y1 TSPAN17 TULP2 KDELR2 WDR45 RCC2 DHX9 BMF TBC1D8 KLHL21 INPP5K AKT2 TIMM10 RHOU WRAP53 RAB3GAP2 PES1
3738	  58	NA	NA	0.692057	0.650417	0.720679	0.634944	0.595615	0.612457	1	1	1	1	1	1	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	RELA REPIN1 PRKCD PTPRE IGF2 PTPN2 MSTN LMBRD1 TSC1 GPLD1 OSBPL8 SERPINA12 PRKCZ KANK1 SOCS2 SOCS1 GRB10 PIK3R3 SRC OGT NGFR PIK3R2 PID1 MZB1 SIK2 INS PRKAA1 IRS1 GSK3A GPR21 PRKCQ ADIPOR1 ESRRA LEP VWA2 RNASEL PTPN11 NCOA5 RARRES2 PRKCB ENPP1 SIRT1 AHSG MARCKS SOCS3 FFAR3 CISH TSC2 INPP5K FAM132A AKT2 BAIAP2L1 RPS6KB1 PIK3R1 IL1B NUCKS1 PTPN1 TRIM72
3739	 112	NA	NA	0.8490665	0.8436975	0.9837265	0.9761725	0.982088	0.9807105	1	1	1	1	1	1	GO_NEPHRON_DEVELOPMENT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEPHRON_DEVELOPMENT	SMO HEYL ADAMTS16 PKD2 HES5 WNT1 CITED1 TFAP2B TCF21 NID1 FGF2 GATA3 PTCH1 ACAT1 PAX2 FGF8 GDNF PAX8 PBX1 MTSS1 WT1 HOXD11 MYC SOX8 NPHS1 PGF SIX1 JAG1 FOXC2 NOTCH3 KLF15 NOG WNT4 MAGI2 LHX1 CTNNBIP1 ANGPT2 DLG1 IQGAP1 BCL2 COL4A4 GPR4 SHH HNF1B DCHS1 HOXA11 ITGA3 SALL1 SIX2 IRX1 WNT11 FOXJ1 WNT6 OSR1 LAMB2 AHI1 CD34 MPV17 GREM1 NPHS2 MYO1E KIF26B HES1 WNK4 PLCE1 TACSTD2 SULF2 ACTA2 LGR4 EYA1 DLL1 UMOD NOTCH1 ENPEP WWTR1 EGR1 SULF1 PDGFRB LAMA5 POU3F3 WNT7B FMN1 PROM1 ANGPT1 NPNT PODXL PDGFRA GZF1 MEF2C ILK GLI3 BMP2 SMAD4 CTNNB1 KIRREL3 GPC3 BMP4 BASP1 BMP7 FAT4 IRX2 FGF1 PKD1 PDGFB PTPRO CALB1 COL4A3 VANGL2 KLHL3 SOX9 IRX3 WNT9B
3740	  62	NA	APEX1	0.580144	0.6349695	0.7271495	0.583596	0.686672	0.656685	1	1	1	1	1	1	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	EGFR ZNF385A TMEM161A FBXO18 CBX8 SPRED2 NSMCE1 UIMC1 BRE PRKCD SKIL SETMAR HMGA2 FGF10 PCNA EYA1 FAM175A NACC2 BABAM1 FOXM1 H2AFX ATM TRIM28 ANKRD1 MGMT ANKRD32 RNF8 UBE2V2 EYA3 BRCA1 RNF168 PIAS4 APBB1 KDM4D PRKCG EEF1E1 HIC1 NSMCE4A ERCC8 CEBPG CDKN2A SPRED1 UBE2N BCLAF1 ATR NKX3-1 APEX1 RIF1 BRCC3 FAM178A NUDT16 MYC PMAIP1 PLA2R1 C12orf5 NPAS2 HMGB1 RAD9A DDX5 MSX1 SIRT1 RPS3
3741	  48	NA	NA	0.671711	0.675783	0.743449	0.6422955	0.6807925	0.6718665	1	1	1	1	1	1	GO_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	AOX1 PDE5A CAT PDE7A GDA PDE9A NT5C NUDT1 SAMHD1 PDE4C XDH ADA ENPP4 NUDT7 PNP AHCY ITPA PDE4B NUDT16 NT5C1A PDE11A PDE7B HINT1 PDE4A PDE8A HPRT1 AMPD3 NT5C1B NT5E MUTYH PDE8B MLYCD PDE4D PDE10A NUDT9 NUDT15 NT5C2 PDE2A MPG CECR1 PDE3A PDE3B DPYD PRTFDC1 OGG1 GPX1 ADAL PDE1B
3742	  14	NA	NA	0.485525	0.485525	0.485525	1	1	1	1	1	1	1	1	1	GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_LIPOPROTEIN_PARTICLE_CLEARANCE	CSK MYLIP FGF21 NR1H4 HNRNPK PCSK9 LRPAP1 CNPY2 LIPG GPIHBP1 APOC2 APOC1 APOC3 GPLD1
